"latlng","name","type"
"30.332844800000004,78.053837","Dehradun Cubs Karanpur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3327322,78.0540599","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3326718,78.05412679999999","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3329276,78.0538928","Dehradun U.S.Polo Assn. Karanpur ","[u'locality', u'political'] [u'clothing_store', u'store', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.332831199999998,78.0539941","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.332729600000004,78.0536699","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.332810300000002,78.0537033","Dehradun Croos Road Mall Karanpur ","[u'locality', u'political'] [u'store', u'food', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.332771299999997,78.0537197","Dehradun Croos Road Mall Karanpur ","[u'locality', u'political'] [u'store', u'food', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3328109,78.05407109999999","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3329605,78.0542494","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3325886,78.0538259","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.332599100000003,78.0540599","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.328278499999996,78.05274240000001","Dehradun Velocity Fitness Velocity Gym Karanpur ","[u'locality', u'political'] [u'gym', u'health', u'point_of_interest', u'establishment'] [u'gym', u'health', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.325320899999998,78.05538609999999","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.324792900000002,78.0553949","Dehradun Nabulous Computer Services New Muscle Mania City Light Communication Karanpur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'gym', u'health', u'point_of_interest', u'establishment'] [u'store', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3209207,78.0564233","Dehradun Dalanwala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3210647,78.05567590000001","Dehradun Dalanwala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3203766,78.0556223","Dehradun Dalanwala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.319606899999997,78.0550295","Dehradun Dalanwala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.317510700000003,78.0553172","Dehradun Dalanwala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3159817,78.0550003","Dehradun Dalanwala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.318548200000002,78.05895240000001","Dehradun Dalanwala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.313886199999995,78.0507498","Dehradun Dalanwala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.316306,78.0500365","Dehradun Race Course ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3158929,78.0542585","Dehradun Dalanwala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3155457,78.0539074","Dehradun Dalanwala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.316093,78.0547493","Curzon Road Dehradun ","[u'route'] [u'locality', u'political'] "
"30.3162886,78.0548656","21, Chander Rd Dehradun ","[u'route'] [u'locality', u'political'] "
"30.316322999999997,78.05488359999998","21, Chander Rd Dehradun ","[u'route'] [u'locality', u'political'] "
"30.316323399999998,78.0548832","21, Chander Rd Dehradun ","[u'route'] [u'locality', u'political'] "
"30.3163188,78.05487049999999","21, Chander Rd Dehradun ","[u'route'] [u'locality', u'political'] "
"30.3167218,78.0549905","Curzon Road Dehradun ","[u'route'] [u'locality', u'political'] "
"30.3177559,78.0554944","Curzon Road Dehradun ","[u'route'] [u'locality', u'political'] "
"30.3181462,78.0555361","Municipal Road Dehradun ","[u'route'] [u'locality', u'political'] "
"30.318804800000002,78.05432929999999","18-6, Municipal Rd Dehradun ","[u'route'] [u'locality', u'political'] "
"30.319199800000003,78.05355440000001","18-6, Municipal Rd Dehradun ","[u'route'] [u'locality', u'political'] "
"30.3196918,78.05264059999999","4, Municipal Rd Dehradun ","[u'route'] [u'locality', u'political'] "
"30.320148100000004,78.0518218","2, Municipal Rd Dehradun ","[u'route'] [u'locality', u'political'] "
"30.320558899999998,78.0511475","Dehradun Dalanwala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.320767699999998,78.0508389","Dehradun KUMAR SONS CHEMIST AND GENERAL MERCHANT Dalanwala ","[u'locality', u'political'] [u'store', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3216587,78.0509296","Dehradun 35/1 canal Road Race Course ","[u'locality', u'political'] [u'lawyer', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.322843100000004,78.0511868","Eastern Canal Road Dehradun ","[u'route'] [u'locality', u'political'] "
"30.3242789,78.0515166","Eastern Canal Road Dehradun ","[u'route'] [u'locality', u'political'] "
"30.3250735,78.0518339","Eastern Canal Road Dehradun ","[u'route'] [u'locality', u'political'] "
"30.3257973,78.0519771","Eastern Canal Road Dehradun ","[u'route'] [u'locality', u'political'] "
"30.327081699999997,78.05236540000001","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3277967,78.0525729","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.328449100000004,78.052611","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.332225399999995,78.0537367","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.332352500000002,78.0537925","Dehradun Karanpur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3494102,78.06251850000001","Dehradun Hathibarkala ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3673942,78.0737401","Dehradun Jakhan ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.372519,78.07731190000001","Dehradun Malsi ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398650399999994,78.0772387","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397137899999997,78.0746647","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397164399999998,78.0748319","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398186699999997,78.0748542","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3368745,78.0568054","Dehradun Vishal Megamart Parking Chironwali ","[u'locality', u'political'] [u'premise', u'parking', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397328899999998,78.07447320000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3979575,78.07405200000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397987899999997,78.07414109999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397537100000005,78.0746647","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397693800000003,78.0743193","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397645500000003,78.07439740000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397051,78.07456440000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396832899999996,78.074364","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396997999999996,78.0742302","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972488,78.074327","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972247,78.074765","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3970765,78.0741187","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397420299999997,78.0747205","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397367300000003,78.0743862","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397419399999997,78.0742302","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3973019,78.07391820000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972399,78.074208","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3960989,78.0748316","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3980598,78.07492109999998","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3979164,78.0748097","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3965043,78.0754797","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972701,78.0741745","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.395232,78.07389690000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397237899999997,78.0741857","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972461,78.0742748","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3974354,78.0741634","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3962292,78.0732598","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.395464500000003,78.074943","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972338,78.07414109999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971208,78.0741187","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397175399999995,78.0742302","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397381199999998,78.0742971","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397260100000004,78.0741857","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396694099999998,78.07535190000002","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399032199999997,78.0764476","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3994473,78.07625820000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.400328100000003,78.07727220000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3979162,78.07477","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3999913,78.07843100000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.400119800000002,78.0765082","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398834,78.0748988","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398224699999997,78.0754735","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397259299999998,78.0748988","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971588,78.0744962","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3960555,78.0753555","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398630100000002,78.0761215","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397040000000004,78.074556","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3964039,78.0757725","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3964523,78.07570240000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397904600000004,78.0743131","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3980201,78.07413000000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397246000000003,78.07446209999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397409200000002,78.0741187","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397571600000003,78.07494129999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399429600000005,78.07654790000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397363899999995,78.0743424","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3968671,78.074954","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3968094,78.07508659999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396924699999996,78.0748213","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3931718,78.0731214","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3946721,78.0760686","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3935772,78.0737695","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3963314,78.0758776","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396215100000003,78.0753546","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972913,78.074765","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3979123,78.074765","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972792,78.0747539","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397249,78.0747874","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399467600000005,78.0766332","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397283299999998,78.0747985","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397428100000003,78.07456440000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397232300000002,78.07450809999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397320399999998,78.0741187","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3998149,78.07784040000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3974071,78.0740965","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399685499999997,78.07763990000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3973798,78.07464250000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397877,78.07414109999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397343,78.074364","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971393,78.0743193","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3984434,78.07523309999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398078299999998,78.07512170000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3981066,78.0751885","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398141100000004,78.07514870000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3978833,78.0749691","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3986393,78.0755012","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3984578,78.0753891","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3984418,78.0754559","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3983995,78.0754782","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3984837,78.0751885","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3984572,78.07651949999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398332899999996,78.0754782","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398473600000003,78.0751997","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3981103,78.07498790000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971467,78.07391820000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397540399999997,78.074219","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972015,78.0741522","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397572600000004,78.074208","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3995743,78.0768052","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3974001,78.0747428","Dehradun Amphitheater, DIT University Bhagwant Pur ","[u'locality', u'political'] [u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398282000000002,78.07494820000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397649800000003,78.074827","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3976544,78.0748542","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398640500000003,78.0761253","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3969515,78.0761366","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.4010464,78.0682241","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398467600000004,78.0765233","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.4001457,78.0762032","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.4001973,78.07621359999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.400150899999996,78.07619129999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.400193199999997,78.0761691","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.400146799999998,78.0761468","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399075500000002,78.0746314","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398965000000004,78.0748765","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989305,78.0747428","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3991265,78.0749434","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3991043,78.0749434","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.399021299999998,78.074765","Dehradun Vishveswaraya Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398964799999998,78.0747539","Dehradun Vishveswaraya Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.400161100000002,78.0763027","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989022,78.0746759","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3988036,78.0748097","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3989544,78.07451999999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3967162,78.075087","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396223499999998,78.07325279999999","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.395280300000003,78.0737319","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3955149,78.0747066","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3966642,78.0753686","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3970283,78.0745454","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971186,78.0757333","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3971005,78.0754957","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3959173,78.07535290000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396936600000004,78.0761449","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3957352,78.0757645","Mussoorie Road Dehradun ","[u'route'] [u'locality', u'political'] "
"30.3970277,78.0756604","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.393469699999997,78.0737405","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.396967100000005,78.07561170000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3968463,78.074957","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397534000000004,78.0740297","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3970625,78.074208","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397100899999995,78.0742637","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3972863,78.0742302","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.39998,78.0777066","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3975858,78.07603540000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.3976101,78.0741112","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397539000000002,78.07456440000001","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.393067300000002,78.0730942","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.397847600000002,78.0746647","Dehradun Bhagwant Pur ","[u'locality', u'political'] [u'sublocality_level_1', u'sublocality', u'political'] "
"30.398550800000002,78.07555620000001","Dehradun Admin Block, DITU Bhagwant Pur ","[u'locality', u'political'] [u'school', u'point_of_interest', u'establishment'] [u'sublocality_level_1', u'sublocality', u'political'] "
